entity,method_cnt,method_post,protocol_1_0,status_major,status_404,status_499,status_cnt,path_same,path_xmlrpc,ua_cnt,has_payload,bytes_avg,bytes_std
180.149.125.170,1.0,0.0,False,0.0,0.0,False,2.0,0.6666666666666666,0.0,1.0,True,259.0,97.01889850264568
106.240.19.114,1.0,0.0,False,0.0,0.0,False,6.0,0.34814814814814815,0.0,6.0,True,855491.0185185185,4004058.3948515127
192.241.201.6,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
129.146.166.93,2.0,0.5,False,0.0,0.0,False,2.0,0.5,0.0,0.0,True,150.0,16.0
45.79.181.104,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
35.203.211.247,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
141.98.11.60,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,508.5,268.64381623257214
185.36.81.33,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,450.3636363636364,250.76220997274137
87.236.176.11,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,396.0,0.0
167.86.103.209,1.0,0.0,True,0.0,0.0,False,1.0,0.025,0.0,0.0,True,162.0,0.0
102.68.111.27,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
64.62.197.221,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,396.0,0.0
64.62.197.220,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
64.62.197.216,1.0,0.0,False,0.0,0.0,False,1.0,0.6666666666666666,0.0,2.0,True,188.33333333333334,6.128258770283411
91.243.167.9,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
110.177.179.121,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
119.164.111.130,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
110.53.240.27,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,564.0,0.0
185.142.236.40,1.0,0.0,False,0.0,0.0,False,2.0,0.2,0.0,2.0,True,259.0,177.0197729068705
15.204.52.61,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,471.0,141.0
151.246.18.158,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
128.1.248.42,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,396.0,0.0
45.92.1.155,2.0,0.5,False,0.0,0.0,False,2.0,0.5,0.0,0.0,True,150.0,16.0
34.140.130.61,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,345.6666666666667,71.18208263944578
198.235.24.209,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
124.31.104.17,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
115.227.96.124,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
123.160.173.163,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,564.0,0.0
15.222.21.47,2.0,0.019230769230769232,False,0.0,0.0,False,3.0,0.038461538461538464,0.0,1.0,True,207.96153846153845,57.34409014498541
170.81.236.2,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
34.22.234.71,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,197.0,0.0
205.210.31.150,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
185.180.143.8,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,696.6666666666666,212.6034388767553
34.67.136.168,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,396.0,0.0
45.79.168.172,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,508.75,195.2887285533909
44.211.25.78,2.0,0.3225806451612903,False,0.0,0.0,False,2.0,0.03225806451612903,0.0,0.0,True,136.11290322580646,23.433230360316657
18.212.66.150,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,396.0,0.0
172.104.11.51,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
180.149.125.165,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,197.0,0.0
172.104.11.4,1.0,0.0,False,0.0,0.0,False,2.0,0.16666666666666666,0.0,1.0,True,204.33333333333334,85.71593913749194
207.90.244.10,1.0,0.0,False,0.0,0.0,False,2.0,0.2,0.0,2.0,True,259.0,177.0197729068705
221.14.169.83,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
220.173.208.97,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
222.94.140.130,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,564.0,0.0
13.215.141.253,2.0,0.0018281535648994515,False,0.0,0.0,False,3.0,0.003656307129798903,0.0,1.0,True,198.0420475319927,17.97052395148724
198.235.24.124,1.0,0.0,True,0.0,0.0,False,2.0,0.5,0.0,0.0,True,1353.5,1187.5
91.233.145.131,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,162.0,0.0
54.167.19.118,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
205.210.31.18,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
103.43.18.241,1.0,0.0,False,0.0,0.0,False,2.0,0.6666666666666666,0.0,0.0,True,221.33333333333334,123.50798444725031
106.246.235.109,1.0,0.0,False,0.0,0.0,False,7.0,0.11454545454545455,0.0,4.0,True,1438684.1436363636,5117923.843089867
35.203.211.32,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
95.214.55.115,2.0,0.375,False,0.0,0.0,False,3.0,0.375,0.0,0.0,True,130.375,129.77281832109526
218.64.5.131,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
109.237.98.226,1.0,0.0,False,0.0,0.0,False,2.0,0.5,0.0,1.0,True,180.6875,14.998828079220056
198.235.24.82,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
45.79.181.223,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
192.241.193.6,1.0,0.0,False,0.0,0.0,False,2.0,0.5,0.0,0.0,True,265.0,131.0
198.235.24.142,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
168.232.15.102,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
65.49.20.67,1.0,0.0,False,0.0,0.0,False,2.0,0.3333333333333333,0.0,1.0,True,206.66666666666666,94.20839783279527
35.216.157.187,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,396.0,0.0
5.188.210.227,1.0,0.0,False,0.0,0.0,False,2.0,0.5,0.0,1.0,True,181.5,15.5
92.63.196.57,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
139.59.58.140,1.0,0.0,False,0.0,0.0,False,2.0,0.3333333333333333,0.0,0.0,True,221.33333333333334,123.50798444725031
43.155.118.219,1.0,0.0,False,0.0,0.0,False,3.0,1.0,0.0,1.0,True,0.0,0.0
167.94.146.53,1.0,0.0,False,0.0,0.0,False,3.0,0.4,0.0,0.0,True,2063.6,4501.184470780996
64.62.197.144,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
120.0.52.217,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
34.77.127.183,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,320.5,75.5
208.76.202.164,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
109.237.97.180,1.0,0.0,False,0.0,0.0,False,2.0,0.5833333333333334,0.0,1.0,True,180.83333333333334,13.464975141289923
111.33.20.64,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,564.0,0.0
198.199.110.12,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
198.199.96.19,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
171.116.200.7,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
111.224.249.222,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,564.0,0.0
175.152.29.226,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
49.124.206.2,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
34.76.96.55,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,396.0,0.0
119.48.135.58,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
171.34.176.187,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,564.0,0.0
1.224.49.15,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,162.0,0.0
51.20.5.161,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,396.0,0.0
192.241.233.29,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
174.138.7.4,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
185.180.143.141,1.0,0.0,False,0.0,0.0,False,2.0,0.26666666666666666,0.0,2.0,True,250.06666666666666,88.00111110409662
68.183.46.180,1.0,0.0,False,0.0,0.0,False,3.0,0.13333333333333333,0.0,1.0,True,208.93333333333334,76.54494685404707
36.32.2.206,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
35.88.101.182,2.0,0.0196078431372549,False,0.0,0.0,False,3.0,0.0392156862745098,0.0,1.0,True,208.1764705882353,57.88281125276868
139.178.82.141,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,2.0,True,197.0,0.0
45.8.22.14,2.0,0.5,False,0.0,0.0,False,2.0,0.5,0.0,0.0,True,150.0,16.0
134.209.40.141,1.0,0.0,True,0.0,0.0,False,2.0,0.6666666666666666,0.0,0.0,True,380.6666666666667,195.44365485280463
185.118.24.186,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
205.210.31.128,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
96.127.174.90,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
115.194.189.208,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
171.118.66.172,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
119.164.111.53,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,564.0,0.0
198.235.24.96,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
138.197.10.122,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
198.235.24.144,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
74.235.105.83,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
35.203.210.113,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
180.95.231.187,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
95.214.27.80,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
218.95.234.224,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
119.60.104.144,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,564.0,0.0
35.196.132.85,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,471.0,141.0
80.76.51.68,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,146.5,21.650635094610966
20.231.17.146,3.0,0.3333333333333333,False,0.0,0.0,False,3.0,0.6666666666666666,0.0,0.0,True,100.0,71.90734779330042
42.200.193.83,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
107.170.235.19,1.0,0.0,False,0.0,0.0,False,1.0,0.5,0.0,0.0,True,134.0,0.0
111.59.16.8,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
35.87.175.155,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,162.0,0.0
213.226.123.98,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
167.94.138.50,1.0,0.0,False,0.0,0.0,False,3.0,0.5,0.0,0.0,True,327.0,193.1035991378721
64.62.197.139,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
95.214.27.197,1.0,0.5,False,0.0,0.0,False,2.0,0.5,0.0,0.0,True,67.0,67.0
162.243.146.55,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
217.160.210.107,1.0,0.0,False,0.0,0.0,False,3.0,0.16666666666666666,0.05555555555555555,1.0,True,540.6666666666666,132.33123424027886
121.91.168.96,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,396.0,0.0
178.128.164.27,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
54.209.112.0,2.0,0.43661971830985913,False,0.0,0.0,False,2.0,0.028169014084507043,0.0,0.0,True,137.69014084507043,30.87393337351095
162.216.149.227,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
13.59.202.172,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,3.0,True,396.0,0.0
185.225.74.92,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
119.48.134.210,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
35.203.211.170,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
216.250.250.148,2.0,0.4305555555555556,False,0.0,0.0,False,2.0,0.027777777777777776,0.0,0.0,True,141.27777777777777,43.05591397700276
80.76.51.163,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,396.0,0.0
172.200.103.29,2.0,0.25,False,0.0,0.0,False,2.0,0.25,0.0,2.0,True,289.75,160.64771240201338
5.42.72.201,1.0,0.0,False,0.0,0.0,False,1.0,0.3333333333333333,0.0,0.0,True,166.0,0.0
172.104.11.46,1.0,0.0,False,0.0,0.0,False,2.0,0.25,0.0,1.0,True,223.5,99.59292143521044
198.235.24.125,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
119.196.154.6,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
167.71.144.249,1.0,0.0,False,0.0,0.0,False,3.0,0.13333333333333333,0.0,1.0,True,208.93333333333334,76.54494685404707
107.170.232.57,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,396.0,0.0
103.94.5.202,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
167.94.138.35,1.0,0.0,False,0.0,0.0,False,3.0,0.5,0.0,0.0,True,327.0,193.1035991378721
202.142.100.240,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
89.190.156.152,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,0.0,0.0
138.68.224.69,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,197.0,0.0
185.170.144.3,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
138.197.24.55,1.0,0.0,False,0.0,0.0,False,3.0,0.13333333333333333,0.0,1.0,True,208.93333333333334,76.54494685404707
107.170.247.39,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,134.0,0.0
222.173.246.158,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,162.0,0.0
198.235.24.22,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
192.241.210.35,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
87.236.176.156,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,396.0,0.0
112.193.193.236,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
125.84.236.152,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,564.0,0.0
120.37.249.131,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,197.0,0.0
205.210.31.32,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
179.43.162.94,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,396.0,0.0
180.244.166.1,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
176.58.121.227,1.0,0.0,False,0.0,0.0,False,2.0,0.25,0.0,0.0,True,223.5,99.59292143521044
184.105.247.254,1.0,0.0,False,0.0,0.0,False,2.0,0.3333333333333333,0.0,1.0,True,242.33333333333334,111.66119389574081
122.96.28.132,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
27.227.187.111,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,612.0,0.0
124.31.105.174,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,564.0,0.0
209.97.143.184,0.0,0.0,False,0.0,0.0,False,1.0,0.0,0.0,0.0,True,166.0,0.0
198.235.24.168,1.0,0.0,True,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
2.58.95.67,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,166.0,0.0
103.252.136.161,2.0,0.5,False,0.0,0.0,False,2.0,0.5,0.0,1.0,True,382.5,185.5
35.203.211.185,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
103.80.134.149,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,0.0,True,612.0,0.0
103.80.134.225,1.0,0.0,False,0.0,0.0,False,2.0,0.3333333333333333,0.0,0.0,True,196.33333333333334,107.88522708055177
49.170.14.74,2.0,0.056338028169014086,False,0.0,0.0,False,7.0,0.15492957746478872,0.0,2.0,True,2482607.107981221,7614167.101923794
79.110.48.9,1.0,0.0,False,0.0,0.0,False,1.0,1.0,0.0,1.0,True,197.0,0.0
139.59.115.164,1.0,0.0,False,0.0,0.0,False,3.0,0.13333333333333333,0.0,1.0,True,208.93333333333334,76.54494685404707
