entity,method_cnt,method_post,protocol_1_0,status_major,status_404,status_499,status_cnt,path_same,path_xmlrpc,ua_cnt,has_payload,bytes_avg,bytes_std,cluster_kmeans,cluster_dbscan,pca_1,pca_2,cluster,tsne-2d-one,tsne-2d-two
168.232.15.99,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.6630086759631365e-05,0.0,0,0,-0.27826262618754927,-0.21070878796491294,1,7.989743,-40.531887
14.225.245.150,0.3333333333333333,1.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,4.510775166828115e-06,0.0,0,1,-0.20599129366137786,-0.26973601129688834,0,32.199005,-23.583387
205.210.31.218,0.3333333333333333,0.0,True,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,2,-0.5899068253681834,0.737946966173632,3,-21.095078,39.35136
192.241.195.83,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,3.6412281467166714e-06,0.0,0,0,-0.280028426734192,-0.20805969323322274,1,-41.32341,15.429398
95.214.52.232,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,41.847176,8.330199
212.111.41.122,0.3333333333333333,0.0,True,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,2,-0.5899068253681834,0.737946966173632,3,-21.095078,39.35136
206.189.17.166,0.3333333333333333,0.0,True,0.0,0.0,False,0.16666666666666666,0.0769230769230769,0.0,0.0,True,5.4430299047360575e-06,1.2706043323534027e-06,1,2,0.2944290166650501,1.0294471604170836,3,-5.2666364,47.15091
192.35.222.19,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.1666666666666666,0.0,0.0,True,4.931962004694596e-06,1.2244740912104775e-06,1,0,0.5202546869400353,0.05568706516067479,1,17.45525,18.69715
104.152.52.100,0.3333333333333333,0.0,True,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,2,-0.5899068253681834,0.737946966173632,3,-21.095078,39.35136
38.68.52.222,0.6666666666666666,0.5,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.07692307692307693,True,1.0393804224769603e-05,1.9832255842216757e-06,1,0,0.2197509882893714,-0.09953116841110059,2,20.626627,-15.616395
121.18.89.178,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,4.4020817893141845e-06,0.0,0,0,-0.280028422655564,-0.20805969216963327,1,-25.4223,8.501469
103.149.192.179,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.0760644373879118e-05,0.0,0,0,-0.27826265765125185,-0.21070879616974597,1,-1.2775512,-16.765907
205.210.31.76,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,38.85243,12.387838
198.199.100.7,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.0760644373879118e-05,0.0,0,0,-0.28002838856988627,-0.2080596832810643,1,-40.565742,-15.925442
172.105.128.12,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,41.847176,8.330199
59.178.222.199,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.6630086759631365e-05,0.0,0,0,-0.27826262618754927,-0.21070878796491294,1,-0.064483404,-40.49078
170.130.204.26,0.3333333333333333,0.0,False,0.0,0.0,False,0.33333333333333337,0.25,0.0,0.0,True,6.283835887524106e-06,1.0258963580043175e-06,1,0,0.46199852986712,0.03595212108073972,1,11.730159,12.089568
162.243.150.36,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,3.6412281467166714e-06,0.0,0,0,-0.280028426734192,-0.20805969323322274,1,-41.32341,15.429398
45.79.128.205,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,41.847176,8.330199
178.128.51.164,0.6666666666666666,0.5,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.0,True,4.076001656772393e-06,1.7105988866602054e-07,1,0,0.21798521334917295,-0.09688206640137764,2,18.655205,-16.85266
197.220.97.203,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
109.237.98.53,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.3333333333333333,0.0,0.07692307692307693,True,6.5850071210522886e-06,1.193796962257522e-06,1,0,0.3659223787115522,0.0014958271023729063,1,11.008991,23.440722
198.235.24.139,0.3333333333333333,0.0,True,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.2798645202265314e-05,1.507465268869306e-06,0,2,-0.5899068374599793,0.7379469625208193,3,-19.540236,34.85734
52.91.249.136,0.6666666666666666,0.3214285714285714,False,0.0,0.0,False,0.16666666666666666,0.0714285714285714,0.0,0.0,True,3.895493011972473e-06,5.198204303326021e-07,1,0,0.6061592786990937,0.046668461329209994,2,16.80279,-3.3931773
51.159.164.227,0.6666666666666666,0.0,False,0.0,0.0,False,0.16666666666666666,0.75,0.0,0.07692307692307693,True,6.718609397579828e-06,1.756024464929361e-06,0,0,-0.051414668645519274,-0.14600620533431333,2,-7.8262634,12.300086
192.241.218.21,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,3.6412281467166714e-06,0.0,0,0,-0.280028426734192,-0.20805969323322274,1,-40.31187,12.351026
34.221.208.248,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,4.4020817893141845e-06,0.0,0,0,-0.280028422655564,-0.20805969216963327,1,-22.749504,9.158197
209.159.153.74,0.6666666666666666,0.375,False,0.0,0.0,False,0.33333333333333337,0.25,0.0,0.0,True,4.276405071563703e-06,2.0366112072398253e-06,1,0,0.46267051629154893,-0.005823214957535983,2,14.998117,-9.055636
86.104.194.191,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,4.510775166828115e-06,0.0,0,0,-0.2800284220729028,-0.20805969201769195,1,-23.16583,6.113566
35.203.210.7,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
107.170.224.33,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,3.6412281467166714e-06,0.0,0,0,-0.280028426734192,-0.20805969323322274,1,-40.31187,12.351026
162.216.150.115,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
64.62.197.176,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,46.300076,6.678397
221.163.212.177,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.6630086759631365e-05,0.0,0,0,-0.27826262618754927,-0.21070878796491294,1,6.096127,-41.62999
198.199.116.114,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,46.300076,6.678397
184.105.247.196,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.3333333333333333,0.0,0.07692307692307693,True,6.5850071210522886e-06,1.193796962257522e-06,1,0,0.3659223787115522,0.0014958271023729063,1,9.976208,24.151995
54.162.114.134,0.6666666666666666,0.44,False,0.0,0.0,False,0.33333333333333337,0.04,0.0,0.07692307692307693,True,4.096291087241661e-06,8.116526090356168e-07,1,0,0.6659321930014384,0.05246179034653609,2,14.961918,-4.4662166
74.50.79.238,0.3333333333333333,0.5,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.0,True,1.8206140733583357e-06,7.16313283788961e-07,1,0,0.24507713594661765,-0.07823535429383234,5,22.396475,-22.821371
87.236.176.170,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.0760644373879118e-05,0.0,0,0,-0.28002838856988627,-0.2080596832810643,1,-40.565742,-15.925442
162.142.125.221,0.3333333333333333,0.0,False,0.0,0.0,False,0.33333333333333337,0.5,0.0,0.0,True,8.885683611763817e-06,2.0645175105957662e-06,1,0,0.22785147787964863,-0.04136106527734419,1,1.0852419,10.866209
111.70.28.26,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,4.510775166828115e-06,0.0,0,0,-0.2800284220729028,-0.20805969201769195,1,-23.16583,6.113566
162.216.149.129,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
178.32.197.95,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
198.235.24.94,0.3333333333333333,0.0,True,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,2,-0.5899068253681834,0.737946966173632,3,-21.095078,39.35136
95.111.225.53,0.3333333333333333,0.0,True,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,2,-0.5899068253681834,0.737946966173632,3,-21.095078,39.35136
34.23.111.184,0.3333333333333333,0.0,True,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.0,True,4.510775166828115e-06,0.0,0,2,-0.10181988611410815,0.8986094495468936,3,-6.9543877,42.708614
142.4.218.114,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,4.283877741267785e-05,1.0311703913648551e-05,0,0,-0.28002815883087057,-0.20805962678930767,1,-26.479551,-30.45171
44.195.35.121,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.0760644373879118e-05,0.0,0,0,-0.27826265765125185,-0.21070879616974597,1,-3.4842255,-19.289066
3.235.6.110,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.0760644373879118e-05,0.0,0,0,-0.28002838856988627,-0.2080596832810643,1,-40.565742,-15.925442
91.224.92.40,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-16.976067,-37.00195
204.232.72.25,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.6630086759631365e-05,0.0,0,0,-0.27826262618754927,-0.21070878796491294,1,5.0503263,-42.53814
167.94.145.51,0.3333333333333333,0.0,False,0.0,0.0,False,0.33333333333333337,0.5,0.0,0.0,True,8.885683611763817e-06,2.0645175105957662e-06,1,0,0.22785147787964863,-0.04136106527734419,1,2.5260491,10.130915
5.196.102.65,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,4.4020817893141845e-06,0.0,0,0,-0.280028422655564,-0.20805969216963327,1,-20.738054,7.480381
59.52.178.24,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,38.989105,3.2474282
5.196.102.74,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,0.5,0.0,0.0,True,5.0134820378300435e-06,2.4055296843659137e-07,1,0,0.18826572547940634,-0.05343330870598013,1,3.8979352,28.211424
162.216.149.149,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
205.210.31.66,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,41.847176,8.330199
192.241.219.48,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.0760644373879118e-05,0.0,0,0,-0.28002838856988627,-0.2080596832810643,1,-40.565742,-15.925442
198.235.24.153,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,43.80717,3.123997
45.79.172.21,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,47.19205,3.359355
198.235.24.2,0.3333333333333333,0.0,True,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,2,-0.5899068253681834,0.737946966173632,3,-21.095078,39.35136
94.242.61.242,0.3333333333333333,0.0,False,0.0,0.0,False,0.33333333333333337,0.125,0.0,0.0,True,4.616071876294735e-06,1.2276431061815537e-06,1,0,0.5790720579347849,0.07460871456162332,1,14.911142,9.458329
94.183.253.28,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.6630086759631365e-05,0.0,0,0,-0.27826262618754927,-0.21070878796491294,1,4.513092,-44.276043
207.90.244.6,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.2,0.0,0.15384615384615385,True,7.037896194026999e-06,1.892561415320844e-06,1,0,0.4925665542426545,0.040080417592826635,1,18.18078,23.435837
161.35.157.58,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
115.192.4.190,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.07692307692307693,True,8.056896608220097e-06,1.0637786826418151e-06,1,0,0.20982433803667938,-0.05004629843271759,1,-0.47849476,23.112692
192.155.90.118,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.4,0.0,0.07692307692307693,True,9.46175851258765e-06,2.8313705964995484e-06,1,0,0.3034831841741067,-0.01912101800442532,1,7.710873,23.904453
92.63.196.176,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,46.300076,6.678397
205.210.31.27,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
64.62.197.135,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,38.989105,3.2474282
125.143.98.175,0.3333333333333333,0.0,False,0.0,0.0,False,0.33333333333333337,0.96,0.0,0.07692307692307693,True,6.445517286576077e-07,9.111022872604494e-07,0,0,-0.20121345387100145,-0.18626646273956857,1,6.7454696,-21.584312
205.185.127.161,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-16.976067,-37.00195
117.235.88.105,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.6630086759631365e-05,0.0,0,0,-0.27826262618754927,-0.21070878796491294,1,0.37276152,-38.269726
122.96.31.136,0.3333333333333333,0.0,True,0.0,0.0,False,0.0,1.0,0.0,0.0,True,4.4020817893141845e-06,0.0,0,2,-0.5899068909175635,0.73794694908023,3,-18.10475,27.204308
71.6.232.24,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,8.70905687330368e-06,8.071888496427844e-07,0,0,-0.27826266412593686,-0.21070879812568458,1,-0.47401848,-12.745954
184.105.139.68,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.3333333333333333,0.0,0.07692307692307693,True,6.5850071210522886e-06,1.193796962257522e-06,1,0,0.3659223787115522,0.0014958271023729063,1,11.110658,24.869287
5.181.80.137,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,0.1666666666666666,0.0,0.0,True,3.6412281467166714e-06,0.0,1,0,0.5004618124484316,0.04965094399545825,1,22.814259,21.666172
138.68.248.134,0.3333333333333333,0.0,False,0.0,0.0,False,0.33333333333333337,0.1333333333333333,0.0,0.07692307692307693,True,5.677417418810968e-06,8.183606304249845e-07,1,0,0.5730328898576417,0.06938249632189537,1,16.77447,9.221044
66.240.236.109,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.0760644373879118e-05,0.0,0,0,-0.28002838856988627,-0.2080596832810643,1,-40.565742,-15.925442
102.68.111.1,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,3.6412281467166714e-06,0.0,0,0,-0.280028426734192,-0.20805969323322274,1,-40.31187,12.351026
35.187.98.121,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.8930763250342892e-05,2.272995036516929e-06,0,0,-0.28002833203656985,-0.20805966929213113,1,-17.075003,-31.842573
34.88.83.128,0.3333333333333333,0.0,True,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.0,True,4.510775166828115e-06,0.0,0,2,-0.10181988611410815,0.8986094495468936,3,-6.9543877,42.708614
194.180.48.238,0.3333333333333333,0.5,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.0,True,1.8206140733583357e-06,7.16313283788961e-07,1,0,0.24507713594661765,-0.07823535429383234,5,22.396475,-22.821371
68.183.44.123,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,41.847176,8.330199
185.180.143.6,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.0760644373879118e-05,0.0,0,0,-0.27826265765125185,-0.21070879616974597,1,-1.4710402,-18.70682
103.80.134.251,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-16.976067,-37.00195
91.204.226.7,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.3333333333333333,0.0,0.0,True,5.760749008238316e-06,1.5119700908094872e-06,1,0,0.3641566451572719,0.004144939198301616,1,11.582772,19.653618
165.232.134.254,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.0760644373879118e-05,0.0,0,0,-0.27826265765125185,-0.21070879616974597,1,0.4471006,-15.814033
92.38.45.250,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
192.241.201.89,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,41.847176,8.330199
31.220.1.83,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.0760644373879118e-05,0.0,0,0,-0.28002838856988627,-0.2080596832810643,1,-40.565742,-15.925442
205.210.31.22,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
197.232.243.236,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.6630086759631365e-05,0.0,0,0,-0.27826262618754927,-0.21070878796491294,1,6.132833,-43.329113
110.70.51.12,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,0.0,0.0,0,0,-0.27826271533470653,-0.21070881121193974,1,-4.8489475,1.4816473
35.203.211.38,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
34.209.163.38,0.6666666666666666,0.3229166666666667,False,0.0,0.0,False,0.0,0.0208333333333333,0.0,0.07692307692307693,True,5.353148842561077e-06,0.0,1,0,0.635629235484798,0.053538168936658706,2,21.549318,-1.9009352
170.106.173.40,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-20.541529,-37.20057
111.7.96.174,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.07692307692307693,True,8.056896608220097e-06,1.0637786826418151e-06,1,0,0.20982433803667938,-0.05004629843271759,1,1.6094694,21.6024
128.14.134.170,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,8.70905687330368e-06,8.071888496427844e-07,0,0,-0.27826266412593686,-0.21070879812568458,1,-0.47401848,-12.745954
209.141.61.75,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,4.4020817893141845e-06,0.0,0,0,-0.280028422655564,-0.20805969216963327,1,-22.749504,9.158197
64.62.197.156,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.07692307692307693,True,7.2009362602978945e-06,1.4005528384530432e-06,1,0,0.20982433533532066,-0.05004629924877148,1,0.7825644,22.756231
64.62.197.152,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,5.353148842561077e-06,0.0,0,0,-0.27826268663864434,-0.21070880372882814,1,-1.3547212,-2.5945358
162.216.150.223,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-16.976067,-37.00195
201.34.237.172,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.07692307692307693,True,1.6630086759631365e-05,0.0,0,0,-0.27826262618754927,-0.21070878796491294,1,7.312967,-42.04955
162.243.143.42,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.0760644373879118e-05,0.0,0,0,-0.28002838856988627,-0.2080596832810643,1,-40.565742,-15.925442
167.172.50.61,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,38.989105,3.2474282
64.62.197.122,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.07692307692307693,True,4.931962004694596e-06,1.657142671452074e-07,1,0,0.20982431625290995,-0.050046303815656105,1,-1.8150471,22.229952
146.19.215.41,0.6666666666666666,0.5,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.0,True,4.076001656772393e-06,1.7105988866602054e-07,1,0,0.21798521334917295,-0.09688206640137764,2,18.655205,-16.85266
167.94.146.58,0.3333333333333333,0.0,False,0.0,0.0,False,0.33333333333333337,0.5,0.0,0.0,True,8.885683611763817e-06,2.0645175105957662e-06,1,0,0.22785147787964863,-0.04136106527734419,1,0.60507214,9.2924
178.128.84.187,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.3333333333333333,0.0,0.0,True,6.014366889104153e-06,1.3204538793069522e-06,1,0,0.3641566454436626,0.0041449393364582235,1,11.725872,21.148685
35.203.210.82,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-16.976067,-37.00195
45.88.90.111,0.3333333333333333,0.5,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.0,True,1.8206140733583357e-06,7.16313283788961e-07,1,0,0.24507713594661765,-0.07823535429383234,5,22.396475,-22.821371
162.243.146.4,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,3.6412281467166714e-06,0.0,0,0,-0.280028426734192,-0.20805969323322274,1,-41.32341,15.429398
179.43.163.130,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-16.976067,-37.00195
35.203.210.76,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.6630086759631365e-05,0.0,0,0,-0.2800283571061838,-0.20805967507623133,1,-16.976067,-37.00195
89.248.165.83,0.0,0.0,False,0.0,0.0,False,0.0,0.0,0.0,0.0,True,4.510775166828115e-06,0.0,1,0,0.683651796578608,0.11983978730103151,4,36.405872,8.015083
188.165.198.202,0.3333333333333333,0.5,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.0,True,1.8206140733583357e-06,7.16313283788961e-07,1,0,0.24507713594661765,-0.07823535429383234,5,24.13977,-21.658108
52.91.45.196,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,3.6412281467166714e-06,0.0,0,0,-0.280028426734192,-0.20805969323322274,1,-37.509,13.3496475
193.35.18.187,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,4.510775166828115e-06,0.0,0,0,-0.2800284220729028,-0.20805969201769195,1,-23.16583,6.113566
101.36.106.49,0.3333333333333333,0.0,False,0.0,0.0,False,0.33333333333333337,0.2,0.0,0.0,True,7.440061690828542e-06,1.8124403671492565e-06,1,0,0.5088279548234974,0.05141476181936661,1,13.872905,11.331407
45.79.181.179,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.3333333333333333,0.0,0.07692307692307693,True,6.594064902511782e-06,1.1591770696206066e-06,1,0,0.3659223785661163,0.001495827075921459,1,13.536085,24.54497
119.203.143.174,0.3333333333333333,0.0,True,0.0,0.0,False,0.0,0.037037037037037,0.0,0.0,True,4.4020817893141845e-06,0.0,1,2,0.3119929410268017,1.0357459076555946,3,-2.6521683,46.022663
45.33.80.243,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.2222222222222222,0.0,0.07692307692307693,True,5.443726657156018e-06,7.850928860673636e-07,1,0,0.46998773552780587,0.03585724334239617,1,17.121645,21.846209
172.105.128.13,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.6666666666666666,0.0,0.07692307692307693,True,8.67735463819545e-06,1.1591770696206066e-06,0,0,0.053726294060739074,-0.10158842490334173,1,-7.418507,18.62805
185.180.143.48,0.3333333333333333,0.0,False,0.0,0.0,False,0.16666666666666666,0.6666666666666666,0.0,0.07692307692307693,True,1.2925454142698234e-05,2.955793036639059e-06,0,0,0.05372632690033129,-0.10158841693516756,1,-7.048104,20.003832
165.232.155.201,0.3333333333333333,0.5,False,0.0,0.0,False,0.16666666666666666,0.5,0.0,0.0,True,1.8206140733583357e-06,7.16313283788961e-07,1,0,0.24507713594661765,-0.07823535429383234,5,22.396475,-22.821371
85.96.197.151,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,1.0760644373879118e-05,0.0,0,0,-0.28002838856988627,-0.2080596832810643,1,-40.565742,-15.925442
201.219.70.79,0.3333333333333333,0.0,False,0.0,0.0,False,0.0,1.0,0.0,0.0,True,5.353148842561077e-06,0.0,0,0,-0.2800284175572789,-0.2080596908401465,1,-19.338507,-1.7296777
